Date;Workout Name;Exercise Name;Set Order;Weight;Weight Unit;Reps;Distance;Distance Unit;Seconds;Notes;Workout Notes
2022-07-02 19:36:22;"Push";"Cable Crossover";3;15;kg;12;;;0;;
2022-07-02 19:36:22;"Push";"Lateral Raise (Dumbbell)";1;7.5;kg;20;;;0;"";
2022-07-02 19:36:22;"Push";"Lateral Raise (Dumbbell)";2;10;kg;20;;;0;;
2022-07-02 19:36:22;"Push";"Lateral Raise (Dumbbell)";3;10;kg;20;;;0;;
2022-07-02 19:36:22;"Push";"Lateral Raise (Dumbbell)";4;12.5;kg;12;;;0;;
2022-07-02 19:36:22;"Push";"Lateral Raise (Dumbbell)";5;10;kg;20;;;0;;
2022-07-02 19:36:22;"Push";"Reverse Fly (Cable)";1;49;kg;12;;;0;"SHOULDER";
2022-07-02 19:36:22;"Push";"Reverse Fly (Cable)";2;56;kg;12;;;0;;
2022-07-02 19:36:22;"Push";"Reverse Fly (Cable)";3;56;kg;12;;;0;;
2022-07-01 18:57:49;"Legs";"Lying Leg Curl (Machine)";1;35;kg;12;;;0;"";""
2022-07-01 18:57:49;"Legs";"Lying Leg Curl (Machine)";2;42;kg;12;;;0;;
2022-07-01 18:57:49;"Legs";"Lying Leg Curl (Machine)";3;42;kg;12;;;0;;
2022-07-01 18:57:49;"Legs";"Lying Leg Curl (Machine)";4;49;kg;10;;;0;;
2022-07-01 18:57:49;"Legs";"Lying Leg Curl (Machine)";5;35;kg;12;;;0;;
2022-07-01 18:57:49;"Legs";"Leg Press";1;72;kg;12;;;0;"";
2022-07-01 18:57:49;"Legs";"Leg Press";2;93;kg;10;;;0;;
2022-07-01 18:57:49;"Legs";"Leg Press";3;86;kg;12;;;0;;
2022-07-01 18:57:49;"Legs";"Leg Press";4;86;kg;12;;;0;;
2022-07-01 18:57:49;"Legs";"Leg Press";5;86;kg;12;;;0;;
2022-07-01 18:57:49;"Legs";"Standing Calf Raise (Bodyweight)";1;;;12;;;0;"";
2022-07-01 18:57:49;"Legs";"Standing Calf Raise (Bodyweight)";2;;;12;;;0;;
2022-07-01 18:57:49;"Legs";"Standing Calf Raise (Bodyweight)";3;;;12;;;0;;
2022-07-01 18:57:49;"Legs";"Standing Calf Raise (Bodyweight)";4;;;15;;;0;;
2022-07-01 18:57:49;"Legs";"Standing Calf Raise (Bodyweight)";5;;;12;;;0;;
2022-07-01 18:57:49;"Legs";"Cable Pull Through";1;15;kg;12;;;0;"";
2022-07-01 18:57:49;"Legs";"Cable Pull Through";2;17.5;kg;12;;;0;;
2022-07-01 18:57:49;"Legs";"Cable Pull Through";3;20;kg;12;;;0;;
2022-07-01 18:57:49;"Legs";"Cable Pull Through";4;20;kg;12;;;0;;
2022-06-30 18:24:20;"Pull";"Pull Up";1;1;kg;15;;;0;"";""
2022-06-30 18:24:20;"Pull";"Pull Up";2;1;kg;15;;;0;;
2022-06-30 18:24:20;"Pull";"Pull Up";3;1;kg;12;;;0;;
2022-06-30 18:24:20;"Pull";"Bicep Curl (Dumbbell)";1;10;kg;12;;;0;"";
2022-06-30 18:24:20;"Pull";"Bicep Curl (Dumbbell)";2;12.5;kg;12;;;0;;
2022-06-30 18:24:20;"Pull";"Bicep Curl (Dumbbell)";3;12.5;kg;12;;;0;;
2022-06-30 18:24:20;"Pull";"Lat Pulldown (Cable)";1;63;kg;12;;;0;"";
2022-06-30 18:24:20;"Pull";"Lat Pulldown (Cable)";2;63;kg;12;;;0;;
2022-06-30 18:24:20;"Pull";"Lat Pulldown (Cable)";3;63;kg;12;;;0;;
2022-06-30 18:24:20;"Pull";"Lat pullover";1;12.5;kg;15;;;0;"";
2022-06-30 18:24:20;"Pull";"Lat pullover";2;15;kg;15;;;0;;
2022-06-30 18:24:20;"Pull";"Hammer Curl (Dumbbell)";1;15;kg;12;;;0;"";
2022-06-30 18:24:20;"Pull";"Hammer Curl (Dumbbell)";2;12.5;kg;12;;;0;;
2022-06-30 18:24:20;"Pull";"Hammer Curl (Dumbbell)";3;12.5;kg;12;;;0;;
2022-06-30 18:24:20;"Pull";"Seated Row (Cable)";1;49;kg;12;;;0;"";
2022-06-30 18:24:20;"Pull";"Seated Row (Cable)";2;56;kg;12;;;0;;
2022-06-30 18:24:20;"Pull";"Seated Row (Cable)";3;70;kg;10;;;0;;
2022-06-29 19:20:49;"Push";"Seated Overhead Press (Dumbbell)";1;17.5;kg;12;;;0;"";"Chest, Triceps and Shoulders"
2022-06-29 19:20:49;"Push";"Seated Overhead Press (Dumbbell)";2;22.5;kg;12;;;0;;
2022-06-29 19:20:49;"Push";"Seated Overhead Press (Dumbbell)";3;25;kg;12;;;0;;
2022-06-29 19:20:49;"Push";"Seated Overhead Press (Dumbbell)";4;25;kg;10;;;0;;
2022-06-29 19:20:49;"Push";"Lateral Raise (Dumbbell)";1;7.5;kg;20;;;0;"";
2022-06-29 19:20:49;"Push";"Lateral Raise (Dumbbell)";2;10;kg;20;;;0;;
2022-06-29 19:20:49;"Push";"Lateral Raise (Dumbbell)";3;10;kg;20;;;0;;
2022-06-29 19:20:49;"Push";"Lateral Raise (Dumbbell)";4;12.5;kg;12;;;0;;
2022-06-29 19:20:49;"Push";"Lateral Raise (Dumbbell)";5;10;kg;20;;;0;;
2022-06-29 19:20:49;"Push";"Triceps Extension (Cable)";1;15;kg;12;;;0;"";
2022-06-29 19:20:49;"Push";"Triceps Extension (Cable)";2;12.5;kg;15;;;0;;
2022-06-29 19:20:49;"Push";"Triceps Extension (Cable)";3;15;kg;12;;;0;;
2022-06-29 19:20:49;"Push";"Reverse Fly (Cable)";1;42;kg;12;;;0;"SHOULDER";
2022-06-29 19:20:49;"Push";"Reverse Fly (Cable)";2;56;kg;12;;;0;;
2022-06-29 19:20:49;"Push";"Reverse Fly (Cable)";3;56;kg;12;;;0;;
2022-06-29 19:20:49;"Push";"Triceps Pushdown (Cable - Straight Bar)";1;30;kg;12;;;0;"";
2022-06-29 19:20:49;"Push";"Triceps Pushdown (Cable - Straight Bar)";2;32.5;kg;12;;;0;;
2022-06-29 19:20:49;"Push";"Triceps Pushdown (Cable - Straight Bar)";3;32.5;kg;10;;;0;;
2022-06-28 19:02:47;"Push";"Lat Pulldown (Single Arm)";1;15;kg;15;;;0;"";"Chest, Triceps and Shoulders"
2022-06-28 19:02:47;"Push";"Incline Bench Press (Dumbbell)";1;17.5;kg;12;;;0;"";
2022-06-28 19:02:47;"Push";"Incline Bench Press (Dumbbell)";2;20;kg;12;;;0;;
2022-06-28 19:02:47;"Push";"Incline Bench Press (Dumbbell)";3;22.5;kg;12;;;0;;
2022-06-28 19:02:47;"Push";"Incline Bench Press (Dumbbell)";4;25;kg;12;;;0;;
2022-06-28 19:02:47;"Push";"Incline Bench Press (Dumbbell)";5;25;kg;12;;;0;;
2022-06-28 19:02:47;"Push";"Cable Crossover";1;10;kg;15;;;0;"";
2022-06-28 19:02:47;"Push";"Cable Crossover";2;12.5;kg;15;;;0;;
2022-06-28 19:02:47;"Push";"Cable Crossover";3;15;kg;12;;;0;;
2022-06-28 19:02:47;"Push";"Cable Crossover";4;12.5;kg;15;;;0;;
2022-06-28 19:02:47;"Push";"Cable Crossover";5;12.5;kg;15;;;0;;
2022-06-28 19:02:47;"Push";"Lateral Raise (Dumbbell)";1;7.5;kg;20;;;0;"";
2022-06-28 19:02:47;"Push";"Lateral Raise (Dumbbell)";2;10;kg;20;;;0;;
2022-06-28 19:02:47;"Push";"Lateral Raise (Dumbbell)";3;10;kg;20;;;0;;
2022-06-28 19:02:47;"Push";"Lateral Raise (Dumbbell)";4;7.5;kg;20;;;0;;
2022-06-28 19:02:47;"Push";"Lateral Raise (Dumbbell)";5;12.5;kg;10;;;0;;
2022-06-28 19:02:47;"Push";"Reverse Fly (Cable)";1;49;kg;12;;;0;"SHOULDER";
2022-06-27 20:18:23;"Legs";"Lying Leg Curl (Machine)";1;35;kg;12;;;0;"";""
2022-06-27 20:18:23;"Legs";"Lying Leg Curl (Machine)";2;42;kg;10;;;0;;
2022-06-27 20:18:23;"Legs";"Lying Leg Curl (Machine)";3;42;kg;10;;;0;;
2022-06-27 20:18:23;"Legs";"Lying Leg Curl (Machine)";4;35;kg;12;;;0;;
2022-06-27 20:18:23;"Legs";"Lying Leg Curl (Machine)";5;49;kg;7;;;0;;
2022-06-27 20:18:23;"Legs";"Leg Press";1;65;kg;12;;;0;"";
2022-06-27 20:18:23;"Legs";"Leg Press";2;72;kg;12;;;0;;
2022-06-27 20:18:23;"Legs";"Leg Press";3;79;kg;12;;;0;;
2022-06-27 20:18:23;"Legs";"Leg Press";4;86;kg;12;;;0;;
2022-06-27 20:18:23;"Legs";"Leg Press";5;86;kg;12;;;0;;
2022-06-27 20:18:23;"Legs";"Standing Calf Raise (Bodyweight)";1;;;12;;;0;"";
2022-06-27 20:18:23;"Legs";"Standing Calf Raise (Bodyweight)";2;;;12;;;0;;
2022-06-27 20:18:23;"Legs";"Standing Calf Raise (Bodyweight)";3;;;12;;;0;;
2022-06-27 20:18:23;"Legs";"Standing Calf Raise (Bodyweight)";4;;;12;;;0;;
2022-06-27 20:18:23;"Legs";"Standing Calf Raise (Bodyweight)";5;;;12;;;0;;
2022-06-27 20:18:23;"Legs";"Cable Pull Through";1;15;kg;12;;;0;"";
2022-06-27 20:18:23;"Legs";"Cable Pull Through";2;12.5;kg;12;;;0;;
2022-06-27 20:18:23;"Legs";"Cable Pull Through";3;12.5;kg;12;;;0;;
2022-06-27 20:18:23;"Legs";"Cable Pull Through";4;15;kg;12;;;0;;
2022-06-26 20:26:59;"Pull";"Pull Up";1;1;kg;15;;;0;"";""
2022-06-26 20:26:59;"Pull";"Pull Up";2;1;kg;10;;;0;;
2022-06-26 20:26:59;"Pull";"Pull Up";3;1;kg;10;;;0;;
2022-06-26 20:26:59;"Pull";"Lat Pulldown (Cable)";1;63;kg;12;;;0;"";
2022-06-26 20:26:59;"Pull";"Lat Pulldown (Cable)";2;63;kg;12;;;0;;
2022-06-26 20:26:59;"Pull";"Lat Pulldown (Cable)";3;56;kg;12;;;0;;
2022-06-26 20:26:59;"Pull";"Lat pullover";1;12.5;kg;15;;;0;"";
2022-06-26 20:26:59;"Pull";"Lat pullover";2;12.5;kg;15;;;0;;
2022-06-26 20:26:59;"Pull";"Lat pullover";3;15;kg;15;;;0;;
2022-06-26 20:26:59;"Pull";"Bicep Curl (Dumbbell)";1;10;kg;12;;;0;"";
2022-06-26 20:26:59;"Pull";"Bicep Curl (Dumbbell)";2;12.5;kg;10;;;0;;
2022-06-26 20:26:59;"Pull";"Bicep Curl (Dumbbell)";3;12.5;kg;10;;;0;;
2022-06-26 20:26:59;"Pull";"Hammer Curl (Dumbbell)";1;15;kg;10;;;0;"";
2022-06-26 20:26:59;"Pull";"Hammer Curl (Dumbbell)";2;12.5;kg;12;;;0;;
2022-06-26 20:26:59;"Pull";"Hammer Curl (Dumbbell)";3;12.5;kg;12;;;0;;
2022-06-26 20:26:59;"Pull";"Seated Row (Cable)";1;49;kg;12;;;0;"";
2022-06-26 20:26:59;"Pull";"Seated Row (Cable)";2;56;kg;12;;;0;;
2022-06-26 20:26:59;"Pull";"Seated Row (Cable)";3;56;kg;10;;;0;;
2022-06-26 20:26:59;"Pull";"Shrug (Dumbbell)";1;70;kg;20;;;0;"";
2022-06-26 20:26:59;"Pull";"Shrug (Dumbbell)";2;70;kg;20;;;0;;
2022-06-25 21:08:37;"Push";"Seated Overhead Press (Dumbbell)";1;10;kg;15;;;0;"";"Chest, Triceps and Shoulders"
2022-06-25 21:08:37;"Push";"Seated Overhead Press (Dumbbell)";2;20;kg;12;;;0;;
2022-06-25 21:08:37;"Push";"Seated Overhead Press (Dumbbell)";3;25;kg;10;;;0;;
2022-06-25 21:08:37;"Push";"Seated Overhead Press (Dumbbell)";4;25;kg;9;;;0;;
2022-06-25 21:08:37;"Push";"Lateral Raise (Dumbbell)";1;7.5;kg;20;;;0;"";
2022-06-25 21:08:37;"Push";"Lateral Raise (Dumbbell)";2;10;kg;20;;;0;;
2022-06-25 21:08:37;"Push";"Lateral Raise (Dumbbell)";3;10;kg;20;;;0;;
2022-06-25 21:08:37;"Push";"Lateral Raise (Dumbbell)";4;7.5;kg;20;;;0;;
2022-06-25 21:08:37;"Push";"Lateral Raise (Dumbbell)";5;12.5;kg;10;;;0;;
2022-06-25 21:08:37;"Push";"Triceps Pushdown (Cable - Straight Bar)";1;30;kg;12;;;0;"";
2022-06-25 21:08:37;"Push";"Triceps Pushdown (Cable - Straight Bar)";2;32.5;kg;10;;;0;;
2022-06-25 21:08:37;"Push";"Triceps Pushdown (Cable - Straight Bar)";3;32.5;kg;10;;;0;;
2022-06-25 21:08:37;"Push";"Reverse Fly (Cable)";1;49;kg;12;;;0;"";
2022-06-25 21:08:37;"Push";"Reverse Fly (Cable)";2;56;kg;12;;;0;;
2022-06-25 21:08:37;"Push";"Reverse Fly (Cable)";3;56;kg;12;;;0;;
2022-06-25 21:08:37;"Push";"Triceps Extension (Cable)";1;15;kg;12;;;0;"";
2022-06-25 21:08:37;"Push";"Triceps Extension (Cable)";2;12.5;kg;15;;;0;;
2022-06-25 21:08:37;"Push";"Triceps Extension (Cable)";3;15;kg;12;;;0;;
2022-06-23 19:17:13;"Push";"Lat Pulldown (Single Arm)";1;15;kg;15;;;0;"";"Chest, Triceps and Shoulders"
2022-06-23 19:17:13;"Push";"Incline Bench Press (Dumbbell)";1;17.5;kg;12;;;0;"";
2022-06-23 19:17:13;"Push";"Incline Bench Press (Dumbbell)";2;20;kg;12;;;0;;
2022-06-23 19:17:13;"Push";"Incline Bench Press (Dumbbell)";3;22.5;kg;12;;;0;;
2022-06-23 19:17:13;"Push";"Incline Bench Press (Dumbbell)";4;25;kg;12;;;0;;
2022-06-23 19:17:13;"Push";"Incline Bench Press (Dumbbell)";5;25;kg;12;;;0;;
2022-06-23 19:17:13;"Push";"Cable Crossover";1;10;kg;20;;;0;"";
2022-06-23 19:17:13;"Push";"Cable Crossover";2;12.5;kg;15;;;0;;
2022-06-23 19:17:13;"Push";"Cable Crossover";3;15;kg;12;;;0;;
2022-06-23 19:17:13;"Push";"Cable Crossover";4;12.5;kg;12;;;0;;
2022-06-23 19:17:13;"Push";"Lateral Raise (Dumbbell)";1;7.5;kg;20;;;0;"";
2022-06-23 19:17:13;"Push";"Lateral Raise (Dumbbell)";2;7.5;kg;20;;;0;;
2022-06-23 19:17:13;"Push";"Lateral Raise (Dumbbell)";3;7.5;kg;20;;;0;;
2022-06-23 19:17:13;"Push";"Lateral Raise (Dumbbell)";4;10;kg;20;;;0;;
2022-06-23 19:17:13;"Push";"Lateral Raise (Dumbbell)";5;10;kg;20;;;0;;
2022-06-22 19:13:21;"Legs";"Lying Leg Curl (Machine)";1;35;kg;12;;;0;"";""
2022-06-22 19:13:21;"Legs";"Lying Leg Curl (Machine)";2;42;kg;10;;;0;;
2022-06-22 19:13:21;"Legs";"Lying Leg Curl (Machine)";3;42;kg;10;;;0;;
2022-06-22 19:13:21;"Legs";"Lying Leg Curl (Machine)";4;49;kg;6;;;0;;
2022-06-22 19:13:21;"Legs";"Lying Leg Curl (Machine)";5;35;kg;12;;;0;;
2022-06-22 19:13:21;"Legs";"Leg Press";1;65;kg;12;;;0;"";
2022-06-22 19:13:21;"Legs";"Leg Press";2;65;kg;12;;;0;;
2022-06-22 19:13:21;"Legs";"Leg Press";3;65;kg;15;;;0;;
2022-06-22 19:13:21;"Legs";"Leg Press";4;86;kg;12;;;0;;
2022-06-22 19:13:21;"Legs";"Leg Press";5;86;kg;12;;;0;;
2022-06-22 19:13:21;"Legs";"Standing Calf Raise (Bodyweight)";1;;;12;;;0;"";
2022-06-22 19:13:21;"Legs";"Standing Calf Raise (Bodyweight)";2;;;12;;;0;;
2022-06-22 19:13:21;"Legs";"Standing Calf Raise (Bodyweight)";3;;;12;;;0;;
2022-06-22 19:13:21;"Legs";"Standing Calf Raise (Bodyweight)";4;;;12;;;0;;
2022-06-22 19:13:21;"Legs";"Standing Calf Raise (Bodyweight)";5;;;12;;;0;;
2022-06-22 19:13:21;"Legs";"Cable Pull Through";1;17.5;kg;12;;;0;"";
2022-06-22 19:13:21;"Legs";"Cable Pull Through";2;12.5;kg;10;;;0;;
2022-06-22 19:13:21;"Legs";"Cable Pull Through";3;10;kg;12;;;0;;
2022-06-22 19:13:21;"Legs";"Cable Pull Through";4;10;kg;10;;;0;;
2022-06-21 19:32:02;"Evening Workout";"Pull Up";1;1;kg;15;;;0;"";""
2022-06-21 19:32:02;"Evening Workout";"Pull Up";2;1;kg;10;;;0;;
2022-06-21 19:32:02;"Evening Workout";"Pull Up";3;1;kg;10;;;0;;
2022-06-21 19:32:02;"Evening Workout";"Lat Pulldown (Cable)";1;63;kg;12;;;0;"";
2022-06-21 19:32:02;"Evening Workout";"Lat Pulldown (Cable)";2;56;kg;15;;;0;;
2022-06-21 19:32:02;"Evening Workout";"Lat Pulldown (Cable)";3;63;kg;12;;;0;;
2022-06-21 19:32:02;"Evening Workout";"Lat pullover";1;12.5;kg;15;;;0;"";
2022-06-21 19:32:02;"Evening Workout";"Lat pullover";2;12.5;kg;15;;;0;;
2022-06-21 19:32:02;"Evening Workout";"Lat pullover";3;15;kg;15;;;0;;
2022-06-21 19:32:02;"Evening Workout";"Bicep Curl (Dumbbell)";1;10;kg;12;;;0;"";
2022-06-21 19:32:02;"Evening Workout";"Bicep Curl (Dumbbell)";2;12.5;kg;10;;;0;;
2022-06-21 19:32:02;"Evening Workout";"Bicep Curl (Dumbbell)";3;12.5;kg;10;;;0;;
2022-06-21 19:32:02;"Evening Workout";"Hammer Curl (Dumbbell)";1;15;kg;10;;;0;"";
2022-06-21 19:32:02;"Evening Workout";"Hammer Curl (Dumbbell)";2;12.5;kg;15;;;0;;
2022-06-21 19:32:02;"Evening Workout";"Hammer Curl (Dumbbell)";3;12.5;kg;10;;;0;;
2022-06-21 19:32:02;"Evening Workout";"Seated Row (Cable)";1;56;kg;12;;;0;"";
2022-06-21 19:32:02;"Evening Workout";"Seated Row (Cable)";2;56;kg;12;;;0;;
2022-06-21 19:32:02;"Evening Workout";"Seated Row (Cable)";3;56;kg;8;;;0;;
2022-06-19 18:49:05;"Push";"Lat Pulldown (Single Arm)";1;10;kg;20;;;0;"";"Chest, Triceps and Shoulders"
2022-06-19 18:49:05;"Push";"Incline Bench Press (Dumbbell)";1;15;kg;10;;;0;"";
2022-06-19 18:49:05;"Push";"Incline Bench Press (Dumbbell)";2;17.5;kg;12;;;0;;
2022-06-19 18:49:05;"Push";"Incline Bench Press (Dumbbell)";3;20;kg;12;;;0;;
2022-06-19 18:49:05;"Push";"Incline Bench Press (Dumbbell)";4;25;kg;12;;;0;;
2022-06-19 18:49:05;"Push";"Incline Bench Press (Dumbbell)";5;25;kg;12;;;0;;
2022-06-19 18:49:05;"Push";"Seated Overhead Press (Dumbbell)";1;10;kg;15;;;0;"";
2022-06-19 18:49:05;"Push";"Seated Overhead Press (Dumbbell)";2;20;kg;12;;;0;;
2022-06-19 18:49:05;"Push";"Seated Overhead Press (Dumbbell)";3;25;kg;8;;;0;;
2022-06-19 18:49:05;"Push";"Seated Overhead Press (Dumbbell)";4;22.5;kg;12;;;0;;
2022-06-19 18:49:05;"Push";"Cable Crossover";1;10;kg;20;;;0;"";
2022-06-19 18:49:05;"Push";"Cable Crossover";2;15;kg;12;;;0;;
2022-06-19 18:49:05;"Push";"Cable Crossover";3;12.5;kg;15;;;0;;
2022-06-19 18:49:05;"Push";"Lateral Raise (Dumbbell)";1;5;kg;30;;;0;"";
2022-06-19 18:49:05;"Push";"Lateral Raise (Dumbbell)";2;7.5;kg;25;;;0;;
2022-06-19 18:49:05;"Push";"Lateral Raise (Dumbbell)";3;10;kg;20;;;0;;
2022-06-19 18:49:05;"Push";"Lateral Raise (Dumbbell)";4;10;kg;20;;;0;;
2022-06-19 18:49:05;"Push";"Lateral Raise (Dumbbell)";5;10;kg;20;;;0;;
2022-06-19 18:49:05;"Push";"Triceps Extension (Cable)";1;15;kg;13;;;0;"";
2022-06-19 18:49:05;"Push";"Triceps Extension (Cable)";2;15;kg;16;;;0;;
2022-06-19 18:49:05;"Push";"Triceps Extension (Cable)";3;15;kg;15;;;0;;
2022-06-19 18:49:05;"Push";"Reverse Fly (Cable)";1;49;kg;12;;;0;"";
2022-06-19 18:49:05;"Push";"Reverse Fly (Cable)";2;56;kg;12;;;0;;
2022-06-19 18:49:05;"Push";"Reverse Fly (Cable)";3;63;kg;8;;;0;;
2022-06-19 18:49:05;"Push";"Reverse Fly (Cable)";4;28;kg;15;;;0;;
2022-06-19 18:49:05;"Push";"Triceps Pushdown (Cable - Straight Bar)";1;25;kg;12;;;0;"";
2022-06-19 18:49:05;"Push";"Triceps Pushdown (Cable - Straight Bar)";2;35;kg;10;;;0;;
2022-06-19 18:49:05;"Push";"Triceps Pushdown (Cable - Straight Bar)";3;37.5;kg;9;;;0;;
2022-06-14 19:22:53;"Push";"Triceps Pushdown (Cable - Straight Bar)";1;22.5;kg;15;;;0;"";""
2022-06-14 19:22:53;"Push";"Triceps Pushdown (Cable - Straight Bar)";2;32.5;kg;12;;;0;;
2022-06-14 19:22:53;"Push";"Triceps Pushdown (Cable - Straight Bar)";3;37.5;kg;10;;;0;;
2022-06-14 19:22:53;"Push";"Triceps Pushdown (Cable - Straight Bar)";4;37.5;kg;10;;;0;;
2022-06-14 19:22:53;"Push";"Skullcrusher (Barbell)";1;32.5;kg;10;;;0;"";
2022-06-14 19:22:53;"Push";"Skullcrusher (Barbell)";2;32.5;kg;10;;;0;;
2022-06-14 19:22:53;"Push";"Skullcrusher (Barbell)";3;32.5;kg;10;;;0;;
2022-06-14 19:22:53;"Push";"Incline Bench Press (Dumbbell)";1;15;kg;15;;;0;"";
2022-06-14 19:22:53;"Push";"Incline Bench Press (Dumbbell)";2;20;kg;15;;;0;;
2022-06-14 19:22:53;"Push";"Incline Bench Press (Dumbbell)";3;25;kg;15;;;0;;
2022-06-14 19:22:53;"Push";"Incline Bench Press (Dumbbell)";4;25;kg;15;;;0;;
2022-06-14 19:22:53;"Push";"Cable Crossover";1;10;kg;15;;;0;"";
2022-06-14 19:22:53;"Push";"Cable Crossover";2;7.5;kg;15;;;0;;
2022-06-14 19:22:53;"Push";"Cable Crossover";3;7.5;kg;20;;;0;;
2022-06-13 19:28:57;"Push";"Overhead Press (Cable)";1;49;kg;14;;;0;"";""
2022-06-13 19:28:57;"Push";"Overhead Press (Cable)";2;35;kg;15;;;0;;
2022-06-13 19:28:57;"Push";"Overhead Press (Cable)";3;35;kg;15;;;0;;
2022-06-13 19:28:57;"Push";"Arnold Press (Dumbbell)";1;15;kg;15;;;0;"";
2022-06-13 19:28:57;"Push";"Arnold Press (Dumbbell)";2;20;kg;15;;;0;;
2022-06-13 19:28:57;"Push";"Arnold Press (Dumbbell)";3;25;kg;12;;;0;;
2022-06-13 19:28:57;"Push";"Arnold Press (Dumbbell)";4;22.5;kg;15;;;0;;
2022-06-13 19:28:57;"Push";"Lateral Raise (Dumbbell)";1;7.5;kg;20;;;0;"";
2022-06-13 19:28:57;"Push";"Lateral Raise (Dumbbell)";2;10;kg;20;;;0;;
2022-06-13 19:28:57;"Push";"Lateral Raise (Dumbbell)";3;10;kg;20;;;0;;
2022-06-13 19:28:57;"Push";"Lateral Raise (Dumbbell)";4;7.5;kg;20;;;0;;
2022-06-13 19:28:57;"Push";"Lateral Raise (Dumbbell)";5;7.5;kg;20;;;0;;
2022-06-13 19:28:57;"Push";"Lateral Raise (Dumbbell)";6;7.5;kg;20;;;0;;
2022-06-13 19:28:57;"Push";"Reverse Fly (Cable)";1;35;kg;15;;;0;"";
2022-06-13 19:28:57;"Push";"Reverse Fly (Cable)";2;42;kg;15;;;0;;
2022-06-13 19:28:57;"Push";"Reverse Fly (Cable)";3;49;kg;12;;;0;;
2022-06-13 19:28:57;"Push";"Reverse Fly (Cable)";4;49;kg;12;;;0;;
2022-06-13 19:28:57;"Push";"Reverse Fly (Cable)";5;28;kg;20;;;0;;
2022-06-12 19:55:54;"Legs";"Standing Calf Raise (Bodyweight)";1;;;50;;;0;"";""
2022-06-12 19:55:54;"Legs";"Standing Calf Raise (Bodyweight)";2;;;50;;;0;;
2022-06-12 19:55:54;"Legs";"Standing Calf Raise (Bodyweight)";3;;;50;;;0;;
2022-06-12 19:55:54;"Legs";"Leg Extension (Machine)";1;63;kg;10;;;0;"";
2022-06-12 19:55:54;"Legs";"Leg Extension (Machine)";2;70;kg;10;;;0;;
2022-06-12 19:55:54;"Legs";"Bulgarian Split Squat";1;10;kg;15;;;0;"";
2022-06-12 19:55:54;"Legs";"Bulgarian Split Squat";2;12.5;kg;15;;;0;;
2022-06-12 19:55:54;"Legs";"Bulgarian Split Squat";3;15;kg;10;;;0;;
2022-06-12 19:55:54;"Legs";"Standing Calf Raise (Barbell)";1;70;kg;25;;;0;"";
2022-06-12 19:55:54;"Legs";"Standing Calf Raise (Barbell)";2;100;kg;20;;;0;;
2022-06-12 19:55:54;"Legs";"Standing Calf Raise (Barbell)";3;50;kg;30;;;0;;
2022-06-12 19:55:54;"Legs";"Leg Press";1;86;kg;10;;;0;"";
2022-06-12 19:55:54;"Legs";"Leg Press";2;100;kg;10;;;0;;
2022-06-12 19:55:54;"Legs";"Leg Press";3;93;kg;10;;;0;;
2022-06-12 19:55:54;"Legs";"Glute Ham Raise";1;1;kg;15;;;0;"";
2022-06-12 19:55:54;"Legs";"Glute Ham Raise";2;10;kg;10;;;0;;
2022-06-12 19:55:54;"Legs";"Glute Ham Raise";3;12.5;kg;10;;;0;;
2022-06-12 19:55:54;"Legs";"Squat (Barbell)";1;50;kg;10;;;0;"";
2022-06-12 19:55:54;"Legs";"Squat (Barbell)";2;70;kg;10;;;0;;
2022-06-12 19:55:54;"Legs";"Squat (Barbell)";3;90;kg;10;;;0;;
2022-06-11 19:06:18;"Pull";"Bicep Curl (Dumbbell)";1;12.5;kg;10;;;0;"";""
2022-06-11 19:06:18;"Pull";"Bicep Curl (Dumbbell)";2;12.5;kg;10;;;0;;
2022-06-11 19:06:18;"Pull";"Bicep Curl (Dumbbell)";3;10;kg;15;;;0;;
2022-06-11 19:06:18;"Pull";"Hammer Curl (Dumbbell)";1;15;kg;10;;;0;"";
2022-06-11 19:06:18;"Pull";"Hammer Curl (Dumbbell)";2;5;kg;25;;;0;;
2022-06-11 19:06:18;"Pull";"Hammer Curl (Dumbbell)";3;12.5;kg;15;;;0;;
2022-06-11 19:06:18;"Pull";"Bicep Curl (Cable)";1;7.5;kg;15;;;0;"";
2022-06-11 19:06:18;"Pull";"Bicep Curl (Cable)";2;5;kg;15;;;0;;
2022-06-11 19:06:18;"Pull";"Lat Pulldown (Cable)";1;63;kg;12;;;0;"";
2022-06-11 19:06:18;"Pull";"Lat Pulldown (Cable)";2;63;kg;15;;;0;;
2022-06-11 19:06:18;"Pull";"Lat Pulldown (Cable)";3;56;kg;15;;;0;;
2022-06-11 19:06:18;"Pull";"Lat Pulldown (Cable)";4;42;kg;15;;;0;;
2022-06-11 19:06:18;"Pull";"Seated Row (Cable)";1;56;kg;10;;;0;"";
2022-06-11 19:06:18;"Pull";"Seated Row (Cable)";2;56;kg;10;;;0;;
2022-06-11 19:06:18;"Pull";"Seated Row (Cable)";3;42;kg;15;;;0;;
2022-06-11 19:06:18;"Pull";"Shrug (Dumbbell)";1;70;kg;20;;;0;"";
2022-06-11 19:06:18;"Pull";"Shrug (Dumbbell)";2;90;kg;15;;;0;;
2022-06-11 19:06:18;"Pull";"Shrug (Dumbbell)";3;100;kg;10;;;0;;
2022-06-11 19:06:18;"Pull";"Farmer's carry";1;25;kg;3;;;0;"";
