Date;Workout Name;Exercise Name;Set Order;Weight;Weight Unit;Reps;Distance;Distance Unit;Seconds;Notes;Workout Notes
2023-05-20 20:26:13;"Swimming";"Swimming";1;;;;20;;0;"";""
2023-05-15 19:11:58;"Full body workout";"Bicep Curl (Dumbbell)";1;7.5;kg;20;;;0;"";""
2023-05-15 19:11:58;"Full body workout";"Chest Press (Machine)";1;90;kg;12;;;0;"";
2023-05-15 00:15:21;"Swimming";"Swimming";1;;;;12;;0;"";""
2023-05-08 19:55:34;"Chest and triceps";"Bench Press (Barbell)";1;60;kg;10;;;0;"";""
2023-05-08 19:55:34;"Chest and triceps";"Bench Press (Barbell)";2;70;kg;10;;;0;;
2023-05-08 19:55:34;"Chest and triceps";"Bench Press (Barbell)";3;75;kg;6;;;0;;
2023-05-08 19:55:34;"Chest and triceps";"Incline Bench Press (Dumbbell)";1;10;kg;20;;;0;"";
2023-05-08 19:55:34;"Chest and triceps";"Incline Bench Press (Dumbbell)";2;17.5;kg;15;;;0;;
2023-05-08 19:55:34;"Chest and triceps";"Incline Bench Press (Dumbbell)";3;22.5;kg;15;;;0;;
2023-05-08 19:55:34;"Chest and triceps";"Cable Crossover";1;7.5;kg;15;;;0;"";
2023-05-08 19:55:34;"Chest and triceps";"Cable Crossover";2;5;kg;15;;;0;;
2023-05-06 20:12:33;"Bicep finder 1";"Strict + Cheat curls";1;13.75;kg;15;;;0;"";""
2023-05-06 20:12:33;"Bicep finder 1";"Strict + Cheat curls";2;17.5;kg;15;;;0;;
2023-05-06 20:12:33;"Bicep finder 1";"Strict + Cheat curls";3;17.5;kg;15;;;0;;
2023-05-06 20:12:33;"Bicep finder 1";"Digit top down curl";1;10;kg;15;;;0;"";
2023-05-06 20:12:33;"Bicep finder 1";"Digit top down curl";2;12.5;kg;15;;;0;;
2023-05-06 20:12:33;"Bicep finder 1";"Reverse drag curl ";1;7.5;kg;15;;;0;"";
2023-05-06 20:12:33;"Bicep finder 1";"Reverse drag curl ";2;12.5;kg;15;;;0;;
2023-05-06 20:12:33;"Bicep finder 1";"Waiter curls";1;10;kg;15;;;0;"";
2023-05-06 20:12:33;"Bicep finder 1";"Waiter curls";2;12.5;kg;15;;;0;;
2023-05-06 20:12:33;"Bicep finder 1";"Hammer Curl (Dumbbell)";1;7.5;kg;15;;;0;"";
2023-05-06 20:12:33;"Bicep finder 1";"Hammer Curl (Dumbbell)";2;12.5;kg;15;;;0;;
2023-04-30 19:55:00;"💯 Hundred legs workout";"Glute Ham Raise";1;7.5;kg;25;;;0;"";""
2023-04-30 19:55:00;"💯 Hundred legs workout";"Glute Ham Raise";2;17.5;kg;12;;;0;;
2023-04-30 19:55:00;"💯 Hundred legs workout";"Leg Extension (Machine)";1;35;kg;20;;;0;"";
2023-04-30 19:55:00;"💯 Hundred legs workout";"Leg Extension (Machine)";2;56;kg;15;;;0;;
2023-04-30 19:55:00;"💯 Hundred legs workout";"Leg Extension (Machine)";3;63;kg;12;;;0;;
2023-04-30 19:55:00;"💯 Hundred legs workout";"Lying Leg Curl (Machine)";1;42;kg;8;;;0;"";
2023-04-30 19:55:00;"💯 Hundred legs workout";"Lying Leg Curl (Machine)";2;49;kg;12;;;0;;
2023-04-30 19:55:00;"💯 Hundred legs workout";"Squat (Smith Machine)";1;40;kg;15;;;0;"";
2023-04-30 19:55:00;"💯 Hundred legs workout";"Squat (Smith Machine)";2;70;kg;12;;;0;;
2023-04-30 19:55:00;"💯 Hundred legs workout";"Squat (Smith Machine)";3;100;kg;7;;;0;;
2023-04-29 19:19:13;"Shoulder finder 1";"Delt stretch tri-set";1;5;kg;21;;;0;"";""
2023-04-29 19:19:13;"Shoulder finder 1";"Delt stretch tri-set";2;5;kg;21;;;0;;
2023-04-29 19:19:13;"Shoulder finder 1";"Delt stretch tri-set";3;2.5;kg;30;;;0;;
2023-04-29 19:19:13;"Shoulder finder 1";"Reverse Fly (Cable)";1;5;kg;15;;;0;"";
2023-04-29 19:19:13;"Shoulder finder 1";"Reverse Fly (Cable)";2;5;kg;15;;;0;;
2023-04-29 19:19:13;"Shoulder finder 1";"Reverse Fly (Cable)";3;5;kg;15;;;0;;
2023-04-29 19:19:13;"Shoulder finder 1";"Lateral Raise (Dumbbell)";1;5;kg;20;;;0;"";
2023-04-29 19:19:13;"Shoulder finder 1";"Lateral Raise (Dumbbell)";2;7.5;kg;15;;;0;;
2023-04-29 19:19:13;"Shoulder finder 1";"Lateral Raise (Dumbbell)";3;5;kg;20;;;0;;
2023-04-29 19:19:13;"Shoulder finder 1";"Overhead Press (Barbell)";1;40;kg;15;;;0;"";
2023-04-29 19:19:13;"Shoulder finder 1";"Overhead Press (Barbell)";2;50;kg;12;;;0;;
2023-04-29 19:19:13;"Shoulder finder 1";"Overhead Press (Barbell)";3;60;kg;10;;;0;;
2023-04-29 19:19:13;"Shoulder finder 1";"Face Pull (Cable)";1;10;kg;15;;;0;"";
2023-04-29 19:19:13;"Shoulder finder 1";"Face Pull (Cable)";2;10;kg;20;;;0;;
2023-04-29 19:19:13;"Shoulder finder 1";"Face Pull (Cable)";3;12.5;kg;15;;;0;;
2023-04-28 19:57:14;"Tricep & Chest";"Bench Press (Barbell)";1;50;kg;15;;;0;"";""
2023-04-28 19:57:14;"Tricep & Chest";"Bench Press (Barbell)";2;60;kg;15;;;0;;
2023-04-28 19:57:14;"Tricep & Chest";"Bench Press (Barbell)";3;70;kg;10;;;0;;
2023-04-28 19:57:14;"Tricep & Chest";"Triceps Extension (Cable)";1;10;kg;15;;;0;"";
2023-04-28 19:57:14;"Tricep & Chest";"Triceps Extension (Cable)";2;15;kg;15;;;0;;
2023-04-28 19:57:14;"Tricep & Chest";"Triceps Extension (Cable)";3;20;kg;12;;;0;;
2023-04-28 19:57:14;"Tricep & Chest";"Decline Bench Press (Dumbbell)";1;20;kg;15;;;0;"";
2023-04-28 19:57:14;"Tricep & Chest";"Incline Chest Fly (Dumbbell)";1;7.5;kg;15;;;0;"";
2023-04-28 19:57:14;"Tricep & Chest";"Incline Chest Fly (Dumbbell)";2;10;kg;15;;;0;;
2023-04-28 19:57:14;"Tricep & Chest";"Skullcrusher (Barbell)";1;17.5;kg;15;;;0;"";
2023-04-28 19:57:14;"Tricep & Chest";"Skullcrusher (Barbell)";2;27.5;kg;15;;;0;;
2023-04-28 19:57:14;"Tricep & Chest";"Triceps Pushdown (Cable - Straight Bar)";1;35;kg;8;;;0;"";
2023-04-28 19:57:14;"Tricep & Chest";"Triceps Pushdown (Cable - Straight Bar)";2;40;kg;15;;;0;;
2023-04-28 19:57:14;"Tricep & Chest";"Chest Press (Machine)";1;56;kg;8;;;0;"";
2023-04-28 19:57:14;"Tricep & Chest";"Chest Press (Machine)";2;77;kg;15;;;0;;
2023-04-28 19:57:14;"Tricep & Chest";"Bench Press (Barbell)";1;50;kg;15;;;0;"";""
2023-04-28 19:57:14;"Tricep & Chest";"Bench Press (Barbell)";2;60;kg;15;;;0;;
2023-04-28 19:57:14;"Tricep & Chest";"Bench Press (Barbell)";3;70;kg;10;;;0;;
2023-04-28 19:57:14;"Tricep & Chest";"Triceps Extension (Cable)";1;10;kg;15;;;0;"";
2023-04-28 19:57:14;"Tricep & Chest";"Triceps Extension (Cable)";2;15;kg;15;;;0;;
2023-04-28 19:57:14;"Tricep & Chest";"Triceps Extension (Cable)";3;20;kg;12;;;0;;
2023-04-28 19:57:14;"Tricep & Chest";"Decline Bench Press (Dumbbell)";1;20;kg;15;;;0;"";
2023-04-28 19:57:14;"Tricep & Chest";"Incline Chest Fly (Dumbbell)";1;7.5;kg;15;;;0;"";
2023-04-28 19:57:14;"Tricep & Chest";"Incline Chest Fly (Dumbbell)";2;10;kg;15;;;0;;
2023-04-28 19:57:14;"Tricep & Chest";"Skullcrusher (Barbell)";1;17.5;kg;15;;;0;"";
2023-04-28 19:57:14;"Tricep & Chest";"Skullcrusher (Barbell)";2;27.5;kg;15;;;0;;
2023-04-28 19:57:14;"Tricep & Chest";"Triceps Pushdown (Cable - Straight Bar)";1;35;kg;8;;;0;"";
2023-04-28 19:57:14;"Tricep & Chest";"Triceps Pushdown (Cable - Straight Bar)";2;40;kg;15;;;0;;
2023-04-28 19:57:14;"Tricep & Chest";"Chest Press (Machine)";1;56;kg;8;;;0;"";
2023-04-28 19:57:14;"Tricep & Chest";"Chest Press (Machine)";2;77;kg;15;;;0;;
2023-04-25 19:20:24;"Traps and calves finder 1";"Farmer's carry";1;25;kg;3;;;0;"";""
2023-04-25 19:20:24;"Traps and calves finder 1";"Shrug (Barbell)";1;50;kg;15;;;0;"";
2023-04-25 19:20:24;"Traps and calves finder 1";"Shrug (Barbell)";2;60;kg;15;;;0;;
2023-04-25 19:20:24;"Traps and calves finder 1";"Shrug (Barbell)";3;70;kg;12;;;0;;
2023-04-25 19:20:24;"Traps and calves finder 1";"Incline shrugs";1;12.5;kg;15;;;0;"";
2023-04-25 19:20:24;"Traps and calves finder 1";"Standing Calf Raise (Barbell)";1;70;kg;15;;;0;"";
2023-04-25 19:20:24;"Traps and calves finder 1";"Standing Calf Raise (Barbell)";2;80;kg;15;;;0;;
2023-04-25 19:20:24;"Traps and calves finder 1";"Standing Calf Raise (Barbell)";3;90;kg;15;;;0;;
2023-04-20 19:45:53;"Bicep finder 1";"Strict + Cheat curls";1;13.75;kg;15;;;0;"";""
2023-04-20 19:45:53;"Bicep finder 1";"Strict + Cheat curls";2;17.5;kg;15;;;0;;
2023-04-20 19:45:53;"Bicep finder 1";"Digit top down curl";1;10;kg;15;;;0;"";
2023-04-20 19:45:53;"Bicep finder 1";"Digit top down curl";2;12.5;kg;15;;;0;;
2023-04-20 19:45:53;"Bicep finder 1";"Reverse drag curl ";1;7.5;kg;15;;;0;"";
2023-04-20 19:45:53;"Bicep finder 1";"Reverse drag curl ";2;12.5;kg;15;;;0;;
2023-04-20 19:45:53;"Bicep finder 1";"Waiter curls";1;10;kg;15;;;0;"";
2023-04-20 19:45:53;"Bicep finder 1";"Waiter curls";2;12.5;kg;15;;;0;;
2023-04-20 19:45:53;"Bicep finder 1";"Hammer Curl (Dumbbell)";1;7.5;kg;15;;;0;"";
2023-04-20 19:45:53;"Bicep finder 1";"Hammer Curl (Dumbbell)";2;12.5;kg;15;;;0;;
2023-04-20 19:45:53;"Bicep finder 1";"Seated barbell curls";1;15;kg;15;;;0;"";
2023-04-19 20:17:36;"💯 hundred back";"Bent Over Row (Barbell)";1;70;kg;12;;;0;"";""
2023-04-19 20:17:36;"💯 hundred back";"Bent Over Row (Barbell)";2;80;kg;20;;;0;;
2023-04-19 20:17:36;"💯 hundred back";"Lat Pulldown (Cable)";1;63;kg;12;;;0;"";
2023-04-19 20:17:36;"💯 hundred back";"Lat Pulldown (Cable)";2;70;kg;20;;;0;;
2023-04-19 20:17:36;"💯 hundred back";"Seated Wide-Grip Row (Cable)";1;63;kg;12;;;0;"";
2023-04-19 20:17:36;"💯 hundred back";"Seated Wide-Grip Row (Cable)";2;70;kg;20;;;0;;
2023-04-19 20:17:36;"💯 hundred back";"Lat Pulldown - Underhand (Cable)";1;56;kg;12;;;0;"";
2023-04-19 20:17:36;"💯 hundred back";"Lat Pulldown - Underhand (Cable)";2;70;kg;20;;;0;;
2023-04-19 20:17:36;"💯 hundred back";"Dumbbell high pulls";1;12.5;kg;12;;;0;"";
2023-04-19 20:17:36;"💯 hundred back";"Dumbbell high pulls";2;15;kg;20;;;0;;
2023-04-19 20:17:36;"💯 hundred back";"Inverted Row (Bodyweight)";1;;;10;;;0;"";
2023-04-18 19:16:14;"Tricep & Chest";"Bench Press (Barbell)";1;50;kg;15;;;0;"";""
2023-04-18 19:16:14;"Tricep & Chest";"Bench Press (Barbell)";2;60;kg;15;;;0;;
2023-04-18 19:16:14;"Tricep & Chest";"Bench Press (Barbell)";3;70;kg;12;;;0;;
2023-04-18 19:16:14;"Tricep & Chest";"Triceps Extension (Cable)";1;10;kg;15;;;0;"";
2023-04-18 19:16:14;"Tricep & Chest";"Triceps Extension (Cable)";2;15;kg;15;;;0;;
2023-04-18 19:16:14;"Tricep & Chest";"Triceps Extension (Cable)";3;20;kg;12;;;0;;
2023-04-18 19:16:14;"Tricep & Chest";"Cable Crossover";1;7.5;kg;20;;;0;"";
2023-04-18 19:16:14;"Tricep & Chest";"Cable Crossover";2;10;kg;15;;;0;;
2023-04-18 19:16:14;"Tricep & Chest";"Cable Crossover";3;12.5;kg;12;;;0;;
2023-04-18 19:16:14;"Tricep & Chest";"Skullcrusher (Barbell)";1;17.5;kg;15;;;0;"";
2023-04-18 19:16:14;"Tricep & Chest";"Skullcrusher (Barbell)";2;22.5;kg;12;;;0;;
2023-04-18 19:16:14;"Tricep & Chest";"Triceps Pushdown (Cable - Straight Bar)";1;35;kg;8;;;0;"";
2023-04-18 19:16:14;"Tricep & Chest";"Triceps Pushdown (Cable - Straight Bar)";2;40;kg;15;;;0;;
2023-04-18 19:16:14;"Tricep & Chest";"Chest Press (Machine)";1;56;kg;8;;;0;"";
2023-04-18 19:16:14;"Tricep & Chest";"Chest Press (Machine)";2;77;kg;15;;;0;;
2023-04-16 19:27:15;"Traps and calves finder 1";"Farmer's carry";1;25;kg;2;;;0;"";""
2023-04-16 19:27:15;"Traps and calves finder 1";"Farmer's carry";2;25;kg;3;;;0;;
2023-04-16 19:27:15;"Traps and calves finder 1";"Farmer's carry";3;25;kg;3;;;0;;
2023-04-16 19:27:15;"Traps and calves finder 1";"Shrug (Barbell)";1;60;kg;15;;;0;"";
2023-04-16 19:27:15;"Traps and calves finder 1";"Shrug (Barbell)";2;90;kg;15;;;0;;
2023-04-16 19:27:15;"Traps and calves finder 1";"Shrug (Barbell)";3;100;kg;12;;;0;;
2023-04-16 19:27:15;"Traps and calves finder 1";"Incline shrugs";1;12.5;kg;15;;;0;"";
2023-04-16 19:27:15;"Traps and calves finder 1";"Incline shrugs";2;15;kg;15;;;0;;
2023-04-16 19:27:15;"Traps and calves finder 1";"Incline shrugs";3;20;kg;15;;;0;;
2023-04-16 19:27:15;"Traps and calves finder 1";"Standing Calf Raise (Barbell)";1;70;kg;15;;;0;"";
2023-04-16 19:27:15;"Traps and calves finder 1";"Standing Calf Raise (Barbell)";2;80;kg;15;;;0;;
2023-04-16 19:27:15;"Traps and calves finder 1";"Standing Calf Raise (Barbell)";3;90;kg;15;;;0;;
2023-04-16 19:27:15;"Traps and calves finder 1";"Seated Calf Raise (Plate Loaded)";1;65;kg;15;;;0;"";
2023-04-16 19:27:15;"Traps and calves finder 1";"Seated Calf Raise (Plate Loaded)";2;75;kg;20;;;0;;
2023-04-16 19:27:15;"Traps and calves finder 1";"Seated Calf Raise (Plate Loaded)";3;75;kg;20;;;0;;
2023-04-15 19:55:24;"💯 Hundred legs workout";"Bulgarian Split Squat";1;20;kg;10;;;0;"";""
2023-04-15 19:55:24;"💯 Hundred legs workout";"Bulgarian Split Squat";2;22.5;kg;15;;;0;;
2023-04-15 19:55:24;"💯 Hundred legs workout";"Romanian Deadlift (Barbell)";1;60;kg;12;;;0;"";
2023-04-15 19:55:24;"💯 Hundred legs workout";"Romanian Deadlift (Barbell)";2;90;kg;15;;;0;;
2023-04-15 19:55:24;"💯 Hundred legs workout";"Lying Leg Curl (Machine)";1;56;kg;8;;;0;"";
2023-04-15 19:55:24;"💯 Hundred legs workout";"Lying Leg Curl (Machine)";2;56;kg;12;;;0;;
2023-04-15 19:55:24;"💯 Hundred legs workout";"Squat (Smith Machine)";1;40;kg;10;;;0;"";
2023-04-15 19:55:24;"💯 Hundred legs workout";"Squat (Smith Machine)";2;70;kg;10;;;0;;
2023-04-15 19:55:24;"💯 Hundred legs workout";"Bulgarian Split Squat";1;20;kg;10;;;0;"";""
2023-04-15 19:55:24;"💯 Hundred legs workout";"Bulgarian Split Squat";2;22.5;kg;15;;;0;;
2023-04-15 19:55:24;"💯 Hundred legs workout";"Romanian Deadlift (Barbell)";1;60;kg;12;;;0;"";
2023-04-15 19:55:24;"💯 Hundred legs workout";"Romanian Deadlift (Barbell)";2;90;kg;15;;;0;;
2023-04-15 19:55:24;"💯 Hundred legs workout";"Lying Leg Curl (Machine)";1;56;kg;8;;;0;"";
2023-04-15 19:55:24;"💯 Hundred legs workout";"Lying Leg Curl (Machine)";2;56;kg;12;;;0;;
2023-04-15 19:55:24;"💯 Hundred legs workout";"Squat (Smith Machine)";1;40;kg;10;;;0;"";
2023-04-15 19:55:24;"💯 Hundred legs workout";"Squat (Smith Machine)";2;70;kg;10;;;0;;
2023-04-13 19:48:25;"Shoulder finder 1";"Delt stretch tri-set";1;5;kg;21;;;0;"";""
2023-04-13 19:48:25;"Shoulder finder 1";"Delt stretch tri-set";2;5;kg;21;;;0;;
2023-04-13 19:48:25;"Shoulder finder 1";"Delt stretch tri-set";3;2.5;kg;30;;;0;;
2023-04-13 19:48:25;"Shoulder finder 1";"Reverse Fly (Cable)";1;2.5;kg;20;;;0;"";
2023-04-13 19:48:25;"Shoulder finder 1";"Reverse Fly (Cable)";2;5;kg;15;;;0;;
2023-04-13 19:48:25;"Shoulder finder 1";"Reverse Fly (Cable)";3;5;kg;15;;;0;;
2023-04-13 19:48:25;"Shoulder finder 1";"Lateral Raise (Dumbbell)";1;5;kg;15;;;0;"";
2023-04-13 19:48:25;"Shoulder finder 1";"Lateral Raise (Dumbbell)";2;7.5;kg;15;;;0;;
2023-04-13 19:48:25;"Shoulder finder 1";"Lateral Raise (Dumbbell)";3;7.5;kg;15;;;0;;
2023-04-13 19:48:25;"Shoulder finder 1";"Overhead Press (Barbell)";1;40;kg;10;;;0;"";
2023-04-13 19:48:25;"Shoulder finder 1";"Overhead Press (Barbell)";2;50;kg;8;;;0;;
2023-04-13 19:48:25;"Shoulder finder 1";"Overhead Press (Barbell)";3;45;kg;15;;;0;;
2023-04-13 19:48:25;"Shoulder finder 1";"Face Pull (Cable)";1;10;kg;15;;;0;"";
2023-04-13 19:48:25;"Shoulder finder 1";"Face Pull (Cable)";2;15;kg;15;;;0;;
2023-04-13 19:48:25;"Shoulder finder 1";"Face Pull (Cable)";3;17.5;kg;15;;;0;;
2023-04-12 20:16:34;"💯 hundred back";"Bent Over Row (Barbell)";1;60;kg;15;;;0;"";"Start all exercises with an ignition set, failure at 12 reps. Rest/Pause 20 effective reps after each IS."
2023-04-12 20:16:34;"💯 hundred back";"Bent Over Row (Barbell)";2;80;kg;25;;;0;;
2023-04-12 20:16:34;"💯 hundred back";"Lat Pulldown (Cable)";1;63;kg;12;;;0;"";
2023-04-12 20:16:34;"💯 hundred back";"Lat Pulldown (Cable)";2;70;kg;20;;;0;;
2023-04-12 20:16:34;"💯 hundred back";"Seated Wide-Grip Row (Cable)";1;63;kg;12;;;0;"";
2023-04-12 20:16:34;"💯 hundred back";"Seated Wide-Grip Row (Cable)";2;70;kg;20;;;0;;
2023-04-12 20:16:34;"💯 hundred back";"Lat Pulldown - Underhand (Cable)";1;56;kg;12;;;0;"";
2023-04-12 20:16:34;"💯 hundred back";"Lat Pulldown - Underhand (Cable)";2;70;kg;20;;;0;;
2023-04-12 20:16:34;"💯 hundred back";"Dumbbell high pulls";1;12.5;kg;12;;;0;"";
2023-04-12 20:16:34;"💯 hundred back";"Dumbbell high pulls";2;12.5;kg;20;;;0;;
2023-04-12 20:16:34;"💯 hundred back";"Deadlift (Barbell)";1;60;kg;10;;;0;"";
2023-04-12 20:16:34;"💯 hundred back";"Deadlift (Barbell)";2;80;kg;8;;;0;;
2023-04-11 19:49:20;"Chest finder 2";"Bench Press (Barbell)";1;50;kg;15;;;0;"";"iuukl"
2023-04-11 19:49:20;"Chest finder 2";"Bench Press (Barbell)";2;70;kg;10;;;0;;
2023-04-11 19:49:20;"Chest finder 2";"Bench Press (Barbell)";3;80;kg;3;;;0;;
2023-04-11 19:49:20;"Chest finder 2";"Incline Bench Press (Dumbbell)";1;15;kg;15;;;0;"";
2023-04-11 19:49:20;"Chest finder 2";"Incline Bench Press (Dumbbell)";2;25;kg;15;;;0;;
2023-04-11 19:49:20;"Chest finder 2";"Incline Bench Press (Dumbbell)";3;25;kg;15;;;0;;
2023-04-11 19:49:20;"Chest finder 2";"Cable Crossover";1;7.5;kg;20;;;0;"";
2023-04-11 19:49:20;"Chest finder 2";"Cable Crossover";2;12.5;kg;12;;;0;;
2023-04-11 19:49:20;"Chest finder 2";"Cable Crossover";3;10;kg;15;;;0;;
2023-04-09 19:35:10;"Bicep finder 1";"Strict + Cheat curls";1;12.5;kg;20;;;0;"";""
2023-04-09 19:35:10;"Bicep finder 1";"Strict + Cheat curls";2;12.5;kg;15;;;0;;
2023-04-09 19:35:10;"Bicep finder 1";"Digit top down curl";1;10;kg;15;;;0;"";
2023-04-09 19:35:10;"Bicep finder 1";"Digit top down curl";2;12.5;kg;15;;;0;;
2023-04-09 19:35:10;"Bicep finder 1";"Reverse drag curl ";1;7.5;kg;15;;;0;"";
2023-04-09 19:35:10;"Bicep finder 1";"Reverse drag curl ";2;12.5;kg;12;;;0;;
2023-04-09 19:35:10;"Bicep finder 1";"Waiter curls";1;10;kg;12;;;0;"";
2023-04-09 19:35:10;"Bicep finder 1";"Waiter curls";2;10;kg;15;;;0;;
2023-04-09 19:35:10;"Bicep finder 1";"Hammer Curl (Dumbbell)";1;7.5;kg;15;;;0;"";
2023-04-09 19:35:10;"Bicep finder 1";"Hammer Curl (Dumbbell)";2;7.5;kg;15;;;0;;
2023-04-09 19:35:10;"Bicep finder 1";"Seated barbell curls";1;15;kg;15;;;0;"";
2023-04-09 19:35:10;"Bicep finder 1";"Seated barbell curls";2;35;kg;15;;;0;;
2023-04-08 19:46:55;"💯 Hundred legs workout";"Bulgarian Split Squat";1;20;kg;8;;;0;"";""
2023-04-08 19:46:55;"💯 Hundred legs workout";"Bulgarian Split Squat";2;22.5;kg;15;;;0;;
2023-04-08 19:46:55;"💯 Hundred legs workout";"Romanian Deadlift (Barbell)";1;60;kg;12;;;0;"";
2023-04-08 19:46:55;"💯 Hundred legs workout";"Romanian Deadlift (Barbell)";2;90;kg;15;;;0;;
2023-04-08 19:46:55;"💯 Hundred legs workout";"Seated Calf Raise (Plate Loaded)";1;50;kg;15;;;0;"";
2023-04-08 19:46:55;"💯 Hundred legs workout";"Seated Calf Raise (Plate Loaded)";2;65;kg;15;;;0;;
2023-04-08 19:46:55;"💯 Hundred legs workout";"Lying Leg Curl (Machine)";1;56;kg;8;;;0;"";
2023-04-08 19:46:55;"💯 Hundred legs workout";"Lying Leg Curl (Machine)";2;56;kg;12;;;0;;
2023-04-08 19:46:55;"💯 Hundred legs workout";"Squat (Smith Machine)";1;110;kg;3;;;0;"";
2023-04-07 18:45:06;"💯 hundred back";"Bent Over Row (Barbell)";1;30;kg;15;;;0;"";"Start all exercises with an ignition set, failure at 12 reps. Rest/Pause 20 effective reps after each IS."
2023-04-07 18:45:06;"💯 hundred back";"Bent Over Row (Barbell)";2;60;kg;30;;;0;;
2023-04-07 18:45:06;"💯 hundred back";"Lat Pulldown (Cable)";1;63;kg;12;;;0;"";
2023-04-07 18:45:06;"💯 hundred back";"Lat Pulldown (Cable)";2;70;kg;20;;;0;;
2023-04-07 18:45:06;"💯 hundred back";"Seated Wide-Grip Row (Cable)";1;63;kg;12;;;0;"";
2023-04-07 18:45:06;"💯 hundred back";"Seated Wide-Grip Row (Cable)";2;70;kg;20;;;0;;
2023-04-07 18:45:06;"💯 hundred back";"Lat Pulldown - Underhand (Cable)";1;49;kg;12;;;0;"";
2023-04-07 18:45:06;"💯 hundred back";"Lat Pulldown - Underhand (Cable)";2;70;kg;20;;;0;;
2023-04-07 18:45:06;"💯 hundred back";"Inverted Row (Bodyweight)";1;;;20;;;0;"";
2023-04-07 18:45:06;"💯 hundred back";"Dumbbell high pulls";1;12.5;kg;12;;;0;"";
2023-04-07 18:45:06;"💯 hundred back";"Dumbbell high pulls";2;12.5;kg;20;;;0;;
2023-04-06 19:29:23;"Chest finder 1";"Bench Press (Barbell)";1;40;kg;20;;;0;"";""
2023-04-06 19:29:23;"Chest finder 1";"Bench Press (Barbell)";2;70;kg;10;;;0;;
2023-04-06 19:29:23;"Chest finder 1";"Bench Press (Barbell)";3;90;kg;3;;;0;;
2023-04-06 19:29:23;"Chest finder 1";"Incline Bench Press (Dumbbell)";1;15;kg;20;;;0;"";
2023-04-06 19:29:23;"Chest finder 1";"Incline Bench Press (Dumbbell)";2;25;kg;15;;;0;;
2023-04-06 19:29:23;"Chest finder 1";"Incline Bench Press (Dumbbell)";3;25;kg;15;;;0;;
2023-04-06 19:29:23;"Chest finder 1";"Chest Press (Machine)";1;42;kg;12;;;0;"";
2023-04-05 19:00:22;"Shoulder finder 1";"Delt stretch tri-set";1;5;kg;21;;;0;"";""
2023-04-05 19:00:22;"Shoulder finder 1";"Delt stretch tri-set";2;2.5;kg;21;;;0;;
2023-04-05 19:00:22;"Shoulder finder 1";"Delt stretch tri-set";3;5;kg;21;;;0;;
2023-04-05 19:00:22;"Shoulder finder 1";"Reverse Fly (Cable)";1;2.5;kg;20;;;0;"";
2023-04-05 19:00:22;"Shoulder finder 1";"Reverse Fly (Cable)";2;5;kg;15;;;0;;
2023-04-05 19:00:22;"Shoulder finder 1";"Reverse Fly (Cable)";3;5;kg;15;;;0;;
2023-04-05 19:00:22;"Shoulder finder 1";"Lateral Raise (Dumbbell)";1;5;kg;25;;;0;"";
2023-04-05 19:00:22;"Shoulder finder 1";"Lateral Raise (Dumbbell)";2;7.5;kg;15;;;0;;
2023-04-05 19:00:22;"Shoulder finder 1";"Lateral Raise (Dumbbell)";3;7.5;kg;15;;;0;;
2023-04-05 19:00:22;"Shoulder finder 1";"Overhead Press (Barbell)";1;40;kg;10;;;0;"";
2023-04-05 19:00:22;"Shoulder finder 1";"Overhead Press (Barbell)";2;40;kg;8;;;0;;
2023-04-05 19:00:22;"Shoulder finder 1";"Overhead Press (Barbell)";3;40;kg;10;;;0;;
2023-04-05 19:00:22;"Shoulder finder 1";"Face Pull (Cable)";1;10;kg;15;;;0;"";
2023-04-05 19:00:22;"Shoulder finder 1";"Face Pull (Cable)";2;10;kg;20;;;0;;
2023-04-05 19:00:22;"Shoulder finder 1";"Face Pull (Cable)";3;12.5;kg;15;;;0;;
2023-04-05 19:00:22;"Shoulder finder 1";"Delt stretch tri-set";1;5;kg;21;;;0;"";""
2023-04-05 19:00:22;"Shoulder finder 1";"Delt stretch tri-set";2;2.5;kg;21;;;0;;
2023-04-05 19:00:22;"Shoulder finder 1";"Delt stretch tri-set";3;5;kg;21;;;0;;
2023-04-05 19:00:22;"Shoulder finder 1";"Reverse Fly (Cable)";1;2.5;kg;20;;;0;"";
2023-04-05 19:00:22;"Shoulder finder 1";"Reverse Fly (Cable)";2;5;kg;15;;;0;;
2023-04-05 19:00:22;"Shoulder finder 1";"Reverse Fly (Cable)";3;5;kg;15;;;0;;
2023-04-05 19:00:22;"Shoulder finder 1";"Lateral Raise (Dumbbell)";1;5;kg;25;;;0;"";
2023-04-05 19:00:22;"Shoulder finder 1";"Lateral Raise (Dumbbell)";2;7.5;kg;15;;;0;;
2023-04-05 19:00:22;"Shoulder finder 1";"Lateral Raise (Dumbbell)";3;7.5;kg;15;;;0;;
2023-04-05 19:00:22;"Shoulder finder 1";"Overhead Press (Barbell)";1;40;kg;10;;;0;"";
2023-04-05 19:00:22;"Shoulder finder 1";"Overhead Press (Barbell)";2;40;kg;8;;;0;;
2023-04-05 19:00:22;"Shoulder finder 1";"Overhead Press (Barbell)";3;40;kg;10;;;0;;
2023-04-05 19:00:22;"Shoulder finder 1";"Face Pull (Cable)";1;10;kg;15;;;0;"";
2023-04-05 19:00:22;"Shoulder finder 1";"Face Pull (Cable)";2;10;kg;20;;;0;;
